"UF","Município","Zonas","Locais","Seções","Eleitorado","EleitoradoFeminino","EleitoradoMasculino","PorcentagemF","PorcentagemM"
"PR","Nova Esperança",1,11,74,1379,751,628,54.46,45.54
"PA","Nova Esperança Do Piriá",1,12,52,1301,655,646,50.35,49.65
"PR","Nova Esperança Do Sudoeste",1,3,16,912,453,459,49.67,50.33
"RS","Nova Esperança Do Sul",1,5,13,697,368,329,52.8,47.2
"SP","Nova Europa",1,3,26,835,444,391,53.17,46.83
"PB","Nova Floresta",1,5,29,1108,594,514,53.61,46.39
"RJ","Nova Friburgo",2,52,321,5857,3116,2656,53.2,45.35
"BA","Nova Fátima",1,11,33,1080,555,524,51.39,48.52
"PR","Nova Fátima",1,4,22,871,467,404,53.62,46.38
"GO","Nova Glória",1,8,30,1216,630,586,51.81,48.19
"SP","Nova Granada",1,11,51,1273,696,576,54.67,45.25
"MT","Nova Guarita",1,2,13,1078,565,513,52.41,47.59
"SP","Nova Guataporanga",1,2,10,646,337,309,52.17,47.83
"RS","Nova Hartz",1,11,45,1273,677,596,53.18,46.82
"BA","Nova Ibiá",1,5,20,839,431,408,51.37,48.63
"RJ","Nova Iguaçu",6,105,631,19151,10129,8550,52.89,44.65
"GO","Nova Iguaçu De Goiás",1,1,8,718,363,355,50.56,49.44
"SP","Nova Independência",1,3,13,907,465,442,51.27,48.73
"MA","Nova Iorque",1,5,15,789,416,373,52.72,47.28
"PA","Nova Ipixuna",1,13,50,1435,748,687,52.13,47.87
"SC","Nova Itaberaba",1,6,16,701,363,338,51.78,48.22
"BA","Nova Itarana",1,4,23,816,425,391,52.08,47.92
"MT","Nova Lacerda",1,3,15,1296,657,639,50.69,49.31
"PR","Nova Laranjeiras",1,13,31,1290,673,617,52.17,47.83
"MG","Nova Lima",1,43,227,2734,1450,1283,53.04,46.93
"PR","Nova Londrina",1,4,34,1116,599,517,53.67,46.33
"SP","Nova Luzitânia",1,1,8,619,320,299,51.7,48.3
"RO","Nova Mamoré",1,12,76,2023,1061,962,52.45,47.55
"MT","Nova Marilândia",1,2,10,1043,534,509,51.2,48.8
"MT","Nova Maringá",1,3,15,1121,570,551,50.85,49.15
"MT","Nova Monte Verde",1,4,20,936,489,447,52.24,47.76
"MT","Nova Mutum",1,17,101,2041,1092,949,53.5,46.5
"MG","Nova Módica",1,7,17,864,446,418,51.62,48.38
"MT","Nova Nazaré",1,2,14,1480,719,761,48.58,51.42
"SP","Nova Odessa",1,16,140,2004,1064,940,53.09,46.91
"CE","Nova Olinda",1,16,48,1443,750,693,51.98,48.02
"PB","Nova Olinda",1,4,20,1166,620,546,53.17,46.83
"TO","Nova Olinda",1,8,35,1258,646,612,51.35,48.65
"MA","Nova Olinda Do Maranhão",1,23,67,1322,682,640,51.59,48.41
"AM","Nova Olinda Do Norte",1,16,67,1486,754,732,50.74,49.26
"MT","Nova Olímpia",1,8,45,1356,702,654,51.77,48.23
"PR","Nova Olímpia",1,3,17,857,457,400,53.33,46.67
"RS","Nova Palma",1,13,19,691,379,312,54.85,45.15
"PB","Nova Palmeira",1,2,13,760,395,365,51.97,48.03
"RS","Nova Petrópolis",1,20,57,1393,736,657,52.84,47.16
"MG","Nova Ponte",1,6,36,1633,836,797,51.19,48.81
"MG","Nova Porteirinha",1,7,26,987,508,479,51.47,48.53
"RS","Nova Prata",1,12,55,1318,698,620,52.96,47.04
"PR","Nova Prata Do Iguaçu",1,5,27,1033,549,484,53.15,46.85
"RS","Nova Pádua",1,2,7,465,242,223,52.04,47.96
"RS","Nova Ramada",1,7,9,487,249,238,51.13,48.87
"BA","Nova Redenção",1,7,25,832,435,397,52.28,47.72
"MG","Nova Resende",1,6,38,1170,618,545,52.82,46.58
"GO","Nova Roma",1,5,13,847,426,421,50.3,49.7
"RS","Nova Roma Do Sul",1,8,11,610,318,292,52.13,47.87
"TO","Nova Rosalândia",1,2,10,791,391,400,49.43,50.57
"CE","Nova Russas",1,46,114,1808,942,866,52.1,47.9
"PR","Nova Santa Bárbara",1,2,13,847,449,398,53.01,46.99
"MT","Nova Santa Helena",1,3,11,882,444,438,50.34,49.66
"PI","Nova Santa Rita",1,5,19,825,422,403,51.15,48.85
"RS","Nova Santa Rita",1,13,59,2035,1059,976,52.04,47.96
"PR","Nova Santa Rosa",1,5,24,940,493,447,52.45,47.55
"MG","Nova Serrana",1,28,189,2459,1321,1128,53.72,45.87
"BA","Nova Soure",1,22,80,1596,805,791,50.44,49.56
"PR","Nova Tebas",1,9,24,922,469,453,50.87,49.13
"PA","Nova Timboteua",1,15,42,1256,643,613,51.19,48.81
"SC","Nova Trento",1,13,36,1307,707,600,54.09,45.91
"MT","Nova Ubiratã",1,5,22,1483,752,730,50.71,49.22
"MG","Nova União",1,4,18,948,497,449,52.43,47.36
"RO","Nova União",1,3,23,972,487,485,50.1,49.9
"GO","Nova Veneza",1,4,23,1467,764,703,52.08,47.92
"SC","Nova Veneza",1,10,38,1192,626,566,52.52,47.48
"ES","Nova Venécia",1,53,153,2055,1103,944,53.67,45.94
"BA","Nova Viçosa",1,23,108,2013,1079,934,53.6,46.4
"MT","Nova Xavantina",1,7,52,1592,834,758,52.39,47.61
"SP","Novais",1,2,14,925,478,447,51.68,48.32
"TO","Novo Acordo",1,3,16,903,445,458,49.28,50.72
"AM","Novo Airão",1,10,41,1620,849,771,52.41,47.59
"TO","Novo Alegre",1,1,7,705,357,348,50.64,49.36
"AM","Novo Aripuanã",1,9,48,1064,539,525,50.66,49.34
"RS","Novo Barreiro",1,5,13,716,370,346,51.68,48.32
"GO","Novo Brasil",1,3,15,982,523,459,53.26,46.74
"RS","Novo Cabrais",1,11,15,696,348,348,50,50
"MG","Novo Cruzeiro",1,24,89,1562,797,754,51.02,48.27
"GO","Novo Gama",1,28,180,3445,1841,1604,53.44,46.56
"RS","Novo Hamburgo",2,47,406,4925,2628,2297,53.36,46.64
"BA","Novo Horizonte",1,24,42,830,428,402,51.57,48.43
"SC","Novo Horizonte",1,3,11,598,305,293,51,49
"SP","Novo Horizonte",1,12,90,1542,808,734,52.4,47.6
"MT","Novo Horizonte Do Norte",1,2,12,1053,553,500,52.52,47.48
"RO","Novo Horizonte Do Oeste",1,2,30,1130,572,558,50.62,49.38
"MS","Novo Horizonte Do Sul",1,1,16,745,387,358,51.95,48.05
"PR","Novo Itacolomi",1,1,9,723,377,346,52.14,47.86
"TO","Novo Jardim",1,3,10,744,363,381,48.79,51.21
"AL","Novo Lino",1,5,29,1040,539,501,51.83,48.17
"RS","Novo Machado",1,8,13,660,352,308,53.33,46.67
"MT","Novo Mundo",1,3,16,1268,638,630,50.32,49.68
"CE","Novo Oriente",1,21,97,1605,872,733,54.33,45.67
"MG","Novo Oriente De Minas",1,5,28,1100,569,530,51.73,48.18
"PI","Novo Oriente Do Piauí",1,10,24,781,417,364,53.39,46.61
"GO","Novo Planalto",1,3,13,1060,532,528,50.19,49.81
"PA","Novo Progresso",1,22,93,1876,962,914,51.28,48.72
"PA","Novo Repartimento",1,52,168,2350,1203,1147,51.19,48.81
"MT","Novo Santo Antônio",1,2,6,921,463,458,50.27,49.73
"PI","Novo Santo Antônio",1,8,22,974,511,462,52.46,47.43
"MT","Novo São Joaquim",1,4,24,1156,620,535,53.63,46.28
"RS","Novo Tiradentes",1,5,8,596,312,284,52.35,47.65
"BA","Novo Triunfo",1,6,25,1049,546,503,52.05,47.95
"RS","Novo Xingu",1,3,6,399,211,188,52.88,47.12
"MG","Novorizonte",1,8,24,825,421,404,51.03,48.97
"SP","Nuporanga",1,2,23,906,482,424,53.2,46.8
"RS","Não-Me-Toque",1,9,40,1227,659,568,53.71,46.29
"RN","Nísia Floresta",1,23,70,2084,1094,990,52.5,47.5
"CE","Ocara",1,37,103,1886,978,908,51.86,48.14
"SP","Ocauçu",1,2,13,734,394,340,53.68,46.32
"PI","Oeiras",1,68,152,2460,1323,1137,53.78,46.22
"PA","Oeiras Do Pará",1,32,90,1494,763,731,51.07,48.93
"AP","Oiapoque",1,16,90,2498,1252,1246,50.12,49.88
"MG","Olaria",1,3,10,575,292,283,50.78,49.22
"PB","Olho D'água",1,5,25,1131,603,528,53.32,46.68
"MA","Olho D'água Das Cunhãs",1,29,80,1229,635,594,51.67,48.33
"AL","Olho D'água Das Flores",1,7,47,1475,783,692,53.08,46.92
"RN","Olho D'água Do Borges",1,2,18,985,508,477,51.57,48.43
"AL","Olho D'água Do Casado",1,3,21,887,474,413,53.44,46.56
"PI","Olho D'água Do Piauí",1,7,11,778,416,362,53.47,46.53
"AL","Olho D'água Grande",1,5,15,880,452,428,51.36,48.64
"MG","Olhos D'água",1,9,20,927,487,440,52.54,47.46
"PE","Olinda",3,86,627,8240,4473,3767,54.28,45.72
"MA","Olinda Nova Do Maranhão",1,9,35,1429,738,691,51.64,48.36
"BA","Olindina",1,19,73,1477,762,715,51.59,48.41
"PB","Olivedos",1,2,15,701,369,332,52.64,47.36
"MG","Oliveira",1,25,110,1870,1012,850,54.12,45.45
"TO","Oliveira De Fátima",1,2,6,630,303,327,48.1,51.9
"BA","Oliveira Dos Brejinhos",1,45,73,1222,636,586,52.05,47.95
"MG","Oliveira Fortes",1,5,17,792,408,383,51.52,48.36
"AL","Olivença",1,6,37,1137,592,545,52.07,47.93
"SP","Olímpia",1,16,141,2116,1140,975,53.88,46.08
"MG","Olímpio Noronha",1,1,9,677,360,317,53.18,46.82
"SP","Onda Verde",1,3,14,982,501,481,51.02,48.98
"MG","Onça De Pitangui",1,7,17,813,409,404,50.31,49.69
"MG","Oratórios",1,2,15,790,413,377,52.28,47.72
"SP","Oriente",1,2,16,798,433,365,54.26,45.74
"SP","Orindiúva",1,1,17,900,475,425,52.78,47.22
"PA","Oriximiná",1,101,219,2695,1434,1261,53.21,46.79
"GO","Orizona",1,12,48,1235,663,572,53.68,46.32
"MG","Orizânia",1,3,20,995,537,452,53.97,45.43
"SC","Orleans",1,21,61,1328,705,623,53.09,46.91
"SP","Orlândia",1,11,99,1560,831,726,53.27,46.54
"PE","Orobó",1,13,70,1330,708,622,53.23,46.77
"PE","Orocó",1,7,41,1437,764,673,53.17,46.83
"PR","Ortigueira",1,25,71,1713,920,793,53.71,46.29
"CE","Orós",1,29,97,1188,637,551,53.62,46.38
"SP","Osasco",6,56,378,17072,8999,7986,52.71,46.78
"SP","Oscar Bressane",1,1,8,638,330,308,51.72,48.28
"SP","Osvaldo Cruz",1,6,80,1434,776,653,54.11,45.54
"RS","Osório",1,31,114,1953,1032,921,52.84,47.16
"SC","Otacílio Costa",1,10,48,1216,644,572,52.96,47.04
"PE","Ouricuri",1,27,151,2036,1054,982,51.77,48.23
"PA","Ourilândia Do Norte",1,15,88,1973,1040,933,52.71,47.29
"SP","Ourinhos",1,31,248,2372,1273,1097,53.67,46.25
"PR","Ourizona",1,1,10,650,344,306,52.92,47.08
"BA","Ouriçangas",1,13,27,950,504,444,53.05,46.74
"SC","Ouro",1,8,20,788,422,366,53.55,46.45
"AL","Ouro Branco",1,3,27,1115,606,509,54.35,45.65
"MG","Ouro Branco",1,22,99,1540,811,728,52.66,47.27
"RN","Ouro Branco",1,2,13,875,460,415,52.57,47.43
